model,params_M_total_mean,params_M_total_std,best_epoch_mean,best_epoch_std,best_val_macro_f1_mean,best_val_macro_f1_std,test_id_accuracy_mean,test_id_accuracy_std,test_id_macro_f1_mean,test_id_macro_f1_std,test_id_fall_recall_mean,test_id_fall_recall_std,test_id_nonfall_recall_mean,test_id_nonfall_recall_std,test_cross_env_accuracy_mean,test_cross_env_accuracy_std,test_cross_env_macro_f1_mean,test_cross_env_macro_f1_std,test_cross_env_fall_recall_mean,test_cross_env_fall_recall_std,test_cross_env_nonfall_recall_mean,test_cross_env_nonfall_recall_std
wavemamba_default,0.196738,0.0,88.4,22.826300620118012,0.9848557315291906,0.010967490176261188,,,,,,,,,0.5943181818181819,0.14421524603897692,0.5765811352253569,0.12529922304825167,0.905,0.06204836822995426,0.5029411764705882,0.2041735810801012
